Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference,AgeGroup
0,37478,0,5,0,3401,0,213,297,0,1,1,1,0
0,32174,1,2,0,1831,1,62,147,3,0,0,1,2
1,39726,2,5,3,3245,0,24,131,2,1,1,0,0
1,17299,2,9,0,2837,2,290,15,0,1,0,0,3
2,3280,3,4,0,3443,0,35,2,3,0,0,0,1
0,31158,1,2,2,2805,2,59,34,0,0,0,0,0
0,36672,1,5,3,4475,2,119,13,3,0,0,0,2
2,22200,2,4,0,801,1,214,151,2,0,1,0,0
0,14304,3,1,1,2790,0,45,15,1,0,1,0,2
0,7875,0,9,0,2975,0,2,209,2,0,1,1,1
2,2081,2,9,1,3364,1,246,230,3,1,0,0,2
1,5076,0,2,2,1284,2,212,122,3,1,1,0,3
0,37224,0,7,1,2315,0,34,72,3,1,0,1,2
1,11937,3,4,0,2373,1,283,268,2,1,1,0,3
1,15441,0,2,0,3658,2,21,12,2,1,0,0,3
1,13225,1,7,1,576,2,288,275,1,0,1,0,1
2,3698,3,9,0,3817,1,262,161,0,0,1,0,2
2,10381,3,5,2,2426,1,219,227,0,0,1,0,0
2,12202,1,4,0,1722,1,203,229,2,1,1,1,0
1,38294,0,6,2,3930,0,32,83,3,1,0,0,1
1,38724,1,6,3,1440,2,115,275,0,1,0,0,3
1,14570,3,0,3,1528,2,52,224,1,1,0,0,2
0,22918,2,5,0,349,2,108,4,0,1,1,0,0
1,7223,0,4,2,3430,0,285,258,1,0,1,0,1
0,32548,1,9,2,4430,1,257,240,2,1,0,0,1
1,5926,2,7,1,3769,1,131,202,1,0,0,1,3
0,11977,1,0,2,3532,1,54,272,3,1,0,0,3
0,35032,0,5,0,1899,1,247,16,3,0,0,0,0
2,3505,2,1,0,695,1,282,293,0,0,0,1,1
2,10164,0,1,2,3840,0,229,272,2,1,1,0,2
1,12266,3,2,2,4356,2,33,202,3,1,1,0,2
2,27723,2,7,0,3136,0,291,144,2,1,1,0,2
0,174,1,4,1,999,0,257,110,1,1,0,0,2
2,12600,0,8,1,4013,1,151,19,1,1,1,0,1
2,14977,1,1,3,4299,0,108,235,0,1,1,0,0
0,27061,2,0,3,1473,1,31,268,3,1,1,0,1
1,3370,1,5,1,3871,1,84,71,0,0,1,0,0
1,10178,0,4,3,1998,1,161,186,2,0,1,0,3
0,32248,3,2,1,1370,2,260,117,3,0,0,0,3
2,18686,2,6,1,1235,1,290,133,0,0,0,0,3
1,3220,3,2,3,2126,2,55,104,0,0,1,0,2
0,17021,3,3,0,3635,2,115,235,1,0,0,1,0
1,3071,0,5,2,3960,1,294,250,1,1,1,0,0
0,4441,1,3,0,2921,0,57,287,2,1,1,1,3
2,8712,0,9,1,1328,0,48,246,1,0,0,1,0
1,5655,3,3,3,3035,0,74,296,3,1,1,0,3
0,36439,0,7,2,3386,2,29,107,0,0,1,0,1
1,17657,3,6,0,2782,0,162,281,0,0,1,1,2
2,8756,1,3,0,3989,0,65,175,2,0,1,1,0
1,33600,2,0,3,590,0,259,175,1,1,0,0,2
0,24292,1,0,1,3585,1,171,237,1,1,0,1,0
2,39852,2,7,3,336,0,52,24,2,1,0,0,2
0,1226,0,7,1,1791,1,291,151,0,0,0,0,0
2,23986,1,9,3,2873,1,291,154,1,1,0,0,0
1,34806,2,9,1,4113,0,181,197,3,1,1,1,2
2,4121,3,9,0,4155,1,25,211,0,1,0,1,1
2,30510,0,8,0,3864,0,33,276,2,1,1,1,1
2,15234,2,3,1,3445,1,0,165,0,1,0,1,1
2,17868,0,8,1,3071,2,56,295,0,0,0,1,0
0,6420,0,2,0,3980,1,15,36,1,1,0,1,3
2,27622,3,5,1,1290,2,35,4,3,0,1,0,0
0,17112,3,2,2,1079,1,166,161,0,1,1,0,2
0,28125,0,4,1,1397,0,4,116,3,0,1,1,2
1,8723,3,9,3,3958,1,249,105,0,0,1,0,3
1,39083,3,7,2,1210,1,242,215,2,1,0,0,2
2,9341,1,8,3,1465,1,24,196,2,1,0,0,1
2,34534,0,7,3,287,2,44,130,1,1,1,0,3
1,15015,3,7,0,1970,0,188,267,0,1,0,1,0
1,19657,1,9,3,4346,2,132,146,3,1,1,0,2
0,6990,2,3,3,747,1,122,187,1,0,1,0,1
2,15203,2,6,0,2758,2,178,235,1,1,1,1,3
1,34972,0,3,1,2035,1,87,162,0,1,1,1,1
1,38743,2,8,2,2185,2,225,207,3,0,0,0,1
0,7795,1,0,1,3826,1,169,109,2,1,0,0,0
0,13899,2,2,0,1288,0,290,152,2,0,0,0,0
1,6018,2,3,3,1889,0,55,57,1,1,0,0,2
2,25307,1,4,3,3264,1,143,176,0,0,0,0,1
0,21480,3,0,0,1345,0,74,2,1,1,0,0,0
0,14484,3,7,3,3585,2,264,105,1,1,1,0,2
2,9573,3,9,0,1698,1,101,22,2,0,0,0,3
1,15763,1,3,2,2737,2,13,130,1,1,0,0,3
1,13567,0,9,3,1827,0,91,180,1,0,1,0,2
2,10840,1,8,2,2683,2,167,72,3,0,1,0,1
2,2983,0,8,0,1397,1,24,123,1,0,1,1,1
0,31692,0,5,1,1425,1,28,250,2,0,1,1,2
1,19843,3,1,1,2562,1,260,194,1,0,0,0,0
1,25958,2,7,0,2857,0,128,114,0,1,0,0,2
1,32633,1,1,2,4170,0,268,284,3,1,1,0,2
2,2299,2,0,1,1079,1,130,20,2,1,0,0,1
2,7220,3,8,2,4136,0,233,136,1,0,1,0,2
1,30743,1,6,2,2059,0,117,117,3,1,1,0,0
2,31924,0,8,2,247,1,263,15,2,0,0,0,3
2,20737,0,8,2,2918,0,198,97,3,1,0,0,2
2,30331,0,7,1,3419,2,78,252,2,1,0,1,0
1,2979,1,9,3,2718,0,95,187,2,1,0,0,2
1,9872,1,5,0,3655,1,277,201,2,1,0,0,2
1,19365,1,4,3,485,1,268,230,2,0,0,0,0
0,31691,2,0,3,3416,0,157,220,0,1,0,0,1
1,26453,3,8,1,1884,2,275,151,2,1,0,0,0
0,1329,1,2,2,3018,2,58,207,0,0,0,0,3
2,25246,3,5,1,2922,0,288,29,2,1,0,0,2
2,27698,2,3,0,4307,2,270,298,3,1,0,1,1
2,31279,2,7,0,664,2,12,112,3,0,1,1,0
1,24023,1,1,2,1737,1,154,202,3,1,0,0,0
0,37503,2,7,3,3286,0,133,158,1,0,0,0,3
1,10355,1,3,1,3729,1,118,163,3,1,1,1,0
1,40205,3,5,1,887,2,214,255,0,1,0,1,1
2,19941,0,5,2,550,0,253,289,0,0,1,0,3
0,34278,0,2,0,4022,2,73,149,2,0,0,1,2
1,10211,0,4,3,900,1,156,57,1,0,1,0,0
0,484,0,1,1,3815,2,299,255,3,0,1,0,1
1,22672,0,2,3,4089,2,126,266,1,0,0,0,2
2,12294,2,7,2,1155,1,243,184,2,0,1,0,2
1,40006,2,2,2,1967,1,41,289,3,0,0,0,3
0,402,2,7,3,2937,2,98,269,1,1,0,0,1
2,26870,2,6,3,3201,2,8,166,1,0,1,0,1
1,4032,1,7,0,1754,2,292,13,2,0,0,0,1
0,32126,0,7,3,4131,1,156,102,1,1,0,0,0
0,8061,3,5,3,3667,0,75,90,0,0,1,0,3
2,12863,2,7,1,309,1,76,28,2,0,0,0,1
2,38266,2,5,2,3611,0,221,298,3,1,0,0,0
1,16708,1,5,1,3690,0,113,126,2,0,1,1,2
2,18992,2,0,3,2535,0,192,82,2,0,1,0,2
1,14959,0,5,0,1888,1,192,282,0,1,0,1,1
0,3488,2,8,3,4174,0,267,189,0,1,0,0,3
2,4334,1,3,2,4300,2,133,161,0,1,1,0,3
0,30896,0,1,3,1509,1,204,170,0,0,0,0,1
0,24303,0,6,2,3862,0,193,112,0,0,1,0,1
1,29665,3,7,0,4283,2,267,83,0,1,1,0,1
2,33285,2,9,1,3416,2,205,91,1,0,1,0,2
1,35512,2,9,1,3205,0,272,138,2,0,0,0,3
2,31992,2,0,2,3042,2,31,254,1,1,1,0,3
1,1201,3,5,3,3330,0,277,246,1,0,1,0,0
1,20833,3,3,2,2083,1,230,206,0,0,1,0,2
1,39831,1,5,2,4014,0,134,196,3,0,0,0,0
0,22546,0,2,3,1076,1,39,160,3,0,1,0,3
2,17185,1,8,1,405,0,230,224,1,0,1,0,1
0,38124,3,3,1,650,2,253,296,3,0,1,1,1
0,23034,1,6,1,1442,1,166,73,0,0,0,0,1
1,10923,3,1,2,2821,0,282,236,1,1,1,0,1
1,39217,2,7,0,1813,1,51,11,1,0,0,0,2
0,25058,2,5,0,1162,0,187,280,2,1,1,1,0
2,17907,3,7,3,4097,2,51,280,2,0,1,0,1
1,26454,3,6,1,3603,2,13,105,0,1,1,1,2
0,5419,2,3,3,3343,2,59,172,0,1,0,0,2
2,22213,3,6,3,2243,0,286,244,1,0,0,0,0
2,29606,0,9,3,1743,1,119,156,1,0,1,0,0
0,35924,3,2,2,4356,1,154,76,0,0,1,0,2
0,16743,2,6,0,4053,2,177,204,2,0,1,1,0
2,18367,1,5,3,989,2,214,247,3,0,0,0,3
2,33143,3,7,1,2544,0,159,89,2,0,0,0,2
0,9014,2,6,0,4381,2,127,164,0,1,0,1,1
0,33097,3,7,1,4411,2,27,90,1,0,1,1,2
2,33593,1,3,3,1584,2,102,5,2,0,0,0,0
1,37545,3,4,1,1133,0,97,3,3,0,1,0,0
2,19235,3,6,3,613,1,264,66,1,1,0,0,3
2,4525,0,2,3,1490,1,199,11,0,0,0,0,2
2,38251,3,4,2,993,1,47,64,3,0,0,0,1
2,18435,0,1,3,2416,0,284,29,3,0,1,0,1
1,3476,0,2,3,513,2,83,104,2,0,1,0,0
0,17834,1,3,1,1423,2,63,147,0,0,1,1,0
2,12405,0,9,0,693,1,237,47,2,0,1,0,1
0,16552,1,5,3,970,0,134,172,3,0,1,0,2
0,9556,1,2,0,10,2,21,176,2,0,0,1,1
0,25581,3,4,3,44,0,71,202,0,0,1,0,3
2,6763,3,0,3,3123,2,88,187,2,0,0,0,2
2,28193,1,9,2,2703,1,185,133,3,0,0,0,2
2,35933,1,3,1,1942,2,117,236,0,0,0,1,3
1,25604,1,5,0,1619,0,299,180,2,1,1,0,1
0,35241,1,9,3,1936,2,256,33,3,0,0,0,0
1,36243,0,5,1,1606,2,97,238,1,0,0,1,0
1,29490,2,8,1,508,2,96,197,0,0,0,1,2
2,28246,2,5,2,4024,0,291,37,0,1,0,0,3
0,27930,1,3,2,3179,1,234,290,0,0,1,0,2
0,6472,0,0,2,3929,1,3,135,3,1,1,0,2
2,12357,3,0,0,2604,1,102,189,1,1,0,1,1
2,7294,3,8,1,1365,1,211,228,3,0,0,1,1
1,18664,3,9,3,2206,1,176,27,3,0,1,0,2
2,13372,2,8,1,2693,0,76,247,3,1,0,1,2
1,4622,1,0,0,2490,2,157,139,2,0,1,0,0
0,21009,1,7,2,1765,0,242,254,2,1,0,0,2
1,14860,0,6,2,2890,1,228,26,2,1,0,0,3
2,645,1,9,3,3390,1,196,187,1,1,1,0,1
0,40801,3,9,3,4032,1,227,259,1,0,0,0,2
1,24710,2,2,1,984,0,246,15,0,1,1,0,0
1,7904,0,7,3,281,1,247,167,2,1,1,0,2
0,26124,3,7,1,2683,0,200,117,3,1,1,0,3
1,27053,3,9,2,2984,1,223,213,1,1,1,0,2
1,379,3,7,3,3969,2,295,8,1,1,0,0,2
1,876,2,0,3,2870,2,198,298,3,1,0,0,2
2,29203,2,4,0,3036,1,184,179,3,0,0,0,3
2,39113,3,4,3,3159,2,2,279,3,0,0,0,2
2,5170,2,9,0,2734,1,173,94,3,1,0,0,0
1,17932,1,9,3,1891,0,94,211,2,0,1,0,0
0,18316,2,7,1,1547,2,24,245,2,0,0,1,2
1,27334,1,1,2,727,0,21,172,0,1,1,0,2
1,21400,0,9,0,3055,0,225,235,0,0,0,1,0
2,28244,3,8,1,1190,2,124,260,2,0,0,1,2
2,31205,0,4,1,2729,0,67,193,3,1,1,1,3
1,20157,1,7,3,1340,2,274,93,2,1,0,0,3
2,6138,1,4,2,4144,0,27,244,2,0,0,0,2
1,18769,2,1,1,4039,0,9,104,2,1,0,1,0
2,7170,2,0,3,1870,0,153,67,2,0,1,0,2
1,20848,1,2,1,3837,0,140,169,3,1,0,1,0
1,23370,2,7,1,2676,0,257,27,1,1,1,0,1
0,17912,3,3,0,967,0,171,180,3,0,1,1,2
2,27442,0,3,2,926,1,87,68,3,0,0,0,2
0,32079,2,9,3,2095,0,101,228,3,1,1,0,0
2,11065,1,7,3,4376,0,247,141,1,1,0,0,1
2,25055,3,6,3,2268,2,202,153,0,1,0,0,2
2,16328,3,4,0,2813,0,286,274,0,0,0,0,2
0,20825,3,7,2,1293,0,114,294,0,1,1,0,1
2,17075,0,6,2,3755,2,145,135,3,0,0,0,0
1,1688,3,8,1,192,1,272,104,0,0,0,0,0
1,17960,1,5,2,2838,2,21,123,3,1,0,0,2
2,3686,1,1,0,838,1,144,289,2,0,1,1,3
2,34918,3,3,3,3955,2,78,259,0,0,1,0,1
2,12995,3,6,1,766,0,23,120,0,0,0,1,2
2,19301,3,6,2,3425,1,24,107,3,0,1,0,2
2,10638,0,6,3,2266,1,140,91,1,0,0,0,0
2,21585,0,7,3,3458,0,143,118,1,0,1,0,2
0,17286,2,9,2,199,1,291,248,2,1,1,0,1
1,4930,0,9,3,3953,2,97,50,2,0,1,0,1
2,13478,1,3,1,2741,2,40,256,0,1,1,1,2
0,6301,2,0,0,3519,1,205,177,0,1,0,0,1
0,1498,1,2,3,3466,1,102,12,3,1,1,0,2
2,39673,2,3,0,3678,0,76,26,2,1,1,0,0
0,36497,3,4,0,3162,0,216,158,3,0,0,0,0
1,36834,2,8,3,2414,0,286,225,3,0,0,0,0
2,26799,2,6,1,2248,1,90,41,0,1,1,0,2
2,12406,0,5,0,3391,0,178,298,0,1,0,1,1
1,24779,0,0,0,1801,2,93,127,2,1,1,1,0
0,19773,2,9,2,2466,0,15,295,1,1,0,0,0
2,17488,3,1,1,1930,0,122,169,3,1,0,1,0
1,22231,3,8,1,1036,0,102,69,3,0,1,0,1
1,25864,3,0,3,1836,1,136,77,0,1,1,0,2
2,3155,2,3,2,4381,1,223,142,3,1,1,0,0
1,27306,0,4,2,4119,0,15,71,1,0,0,0,3
2,3519,1,3,2,705,2,66,109,2,1,1,0,2
0,23336,0,5,3,3404,1,199,276,2,1,0,0,2
2,652,2,4,1,2397,2,250,294,2,1,0,1,1
2,20479,0,9,3,3302,2,172,281,3,0,1,0,3
1,27212,1,3,3,1079,2,86,24,2,0,0,0,2
1,26394,0,5,1,1499,0,145,90,2,1,1,0,3
0,26322,3,4,2,1484,1,222,182,0,1,0,0,0
2,19324,0,3,0,3535,2,68,59,3,1,1,0,2
0,9608,2,6,3,173,2,79,124,1,1,1,0,0
1,14987,3,3,1,2103,0,170,99,3,0,1,0,1
0,27950,0,3,0,2147,2,164,7,3,1,1,0,2
2,21041,1,3,0,166,1,236,29,0,1,0,0,0
2,24115,1,5,3,2407,1,168,218,1,1,1,0,1
2,31514,1,4,3,3158,1,65,269,0,0,0,0,0
1,16437,3,7,3,4208,0,76,41,2,0,1,0,1
1,16192,3,6,3,527,0,73,244,0,0,1,0,2
2,15398,1,4,3,3691,2,177,3,3,1,0,0,2
1,23343,1,6,3,2126,2,10,188,0,1,0,0,0
0,35949,1,5,1,2423,2,36,273,0,0,0,1,1
0,37864,1,3,3,1319,0,108,172,3,1,0,0,0
2,16921,1,1,1,3753,1,4,0,1,1,1,0,0
1,32197,2,7,1,150,1,132,156,2,1,1,1,1
2,6029,3,6,2,4371,2,84,124,0,1,0,0,1
0,4925,3,6,0,3369,2,264,272,3,1,1,1,1
0,10528,2,6,2,4070,1,245,21,1,1,1,0,2
1,12496,3,3,2,3076,2,235,22,0,1,0,0,2
0,25864,2,9,0,2055,2,124,155,0,0,1,1,0
1,11527,3,0,1,3416,2,184,131,3,0,1,0,0
1,5899,3,5,3,3967,0,20,20,1,1,0,0,1
0,19733,3,4,3,877,0,284,13,0,0,0,0,1
0,2589,3,7,2,850,1,178,258,2,1,0,0,1
2,28713,0,7,0,4190,1,73,264,1,1,1,1,0
1,15154,0,4,1,2665,0,243,271,2,0,0,1,3
2,4361,2,8,0,1281,1,273,184,3,0,1,0,2
1,6885,3,2,0,1986,2,59,227,3,0,0,1,2
0,36726,3,0,1,4286,2,197,66,2,1,1,0,1
1,20817,1,2,2,466,1,225,154,2,1,0,0,2
2,25585,3,6,2,791,2,202,187,2,0,1,0,2
1,25285,0,8,0,1808,1,253,220,3,1,0,0,1
0,8760,0,5,3,1375,2,267,28,0,1,1,0,1
2,6656,3,3,2,1958,0,179,115,3,0,1,0,3
1,23293,0,8,0,246,2,49,284,3,1,1,1,2
1,39308,3,2,3,704,0,20,183,2,0,1,0,0
1,3244,2,9,3,2377,1,29,214,2,1,0,0,3
1,25566,2,9,1,1333,1,279,24,0,0,0,0,2
1,18823,0,0,0,3190,1,183,133,1,1,1,0,2
0,29925,3,2,3,2610,0,284,95,0,0,0,0,2
0,8696,2,2,3,2716,1,192,219,3,0,1,0,1
2,26809,2,4,1,1309,0,17,1,2,1,0,0,2
1,5724,0,0,1,3957,2,190,153,1,0,1,0,0
0,7414,3,9,1,867,0,46,91,0,1,0,1,0
0,38770,3,1,1,3574,0,20,37,1,0,1,1,0
1,14244,2,4,1,508,2,181,140,3,0,1,0,2
2,8925,2,7,0,2943,1,41,24,3,1,1,0,3
1,6846,1,6,0,1906,0,285,37,2,0,1,0,2
2,40353,3,8,1,3048,2,201,87,3,0,1,0,3
2,36040,2,9,2,146,2,103,232,3,0,1,0,2
0,31542,0,4,0,2788,2,136,227,0,1,0,1,0
2,10126,2,9,1,2398,2,13,126,0,1,1,1,1
0,20077,3,6,2,2696,0,255,87,3,0,1,0,1
0,20899,2,3,3,3243,0,93,243,3,0,1,0,3
1,11180,2,8,0,4460,0,154,140,3,1,1,0,2
1,240,2,4,2,1528,0,42,264,3,1,0,0,1
2,2161,1,6,2,2140,1,122,78,3,1,0,0,0
1,37136,3,9,2,31,2,97,165,2,0,0,0,0
1,111,3,7,2,919,0,59,8,0,1,0,0,3
2,30657,1,9,3,1372,1,128,225,0,1,1,0,0
1,7313,3,5,0,4401,1,34,43,1,1,0,1,3
0,8075,2,2,3,1068,1,146,204,1,0,1,0,2
1,1856,1,2,0,2906,0,290,242,0,0,0,0,0
1,15761,2,1,2,154,2,232,241,0,1,0,0,1
1,2116,1,1,1,4274,1,282,143,3,0,1,0,1
0,17001,2,8,0,1919,1,165,193,2,0,1,1,0
2,21641,3,3,1,3461,0,81,240,3,0,0,1,2
0,27515,1,9,2,2346,2,284,258,1,1,0,0,0
2,8198,1,4,0,2564,0,262,37,2,1,1,0,0
0,13583,3,3,2,302,0,136,37,0,1,0,0,3
1,1148,1,9,1,3052,1,247,62,0,1,0,0,3
0,36499,2,3,1,1682,0,172,191,2,1,0,1,0
2,22765,0,9,0,2954,2,222,53,3,0,0,0,2
1,2570,0,9,2,143,0,134,73,0,1,1,0,1
2,29123,0,9,3,3686,2,227,293,0,1,0,0,0
1,29804,1,4,2,2198,0,159,44,1,0,0,0,1
1,20704,1,1,2,3058,2,264,189,2,0,1,0,0
0,2872,3,4,1,4333,0,210,63,1,0,0,0,0
2,34311,3,5,3,2656,2,72,242,1,1,0,0,0
0,23523,3,7,2,3713,2,219,116,1,1,1,0,2
2,22434,0,8,1,1654,2,200,6,1,1,0,0,0
0,1650,2,6,0,2143,1,19,23,3,0,1,1,3
1,38225,0,2,3,1100,1,26,235,2,0,0,0,2
2,21205,2,5,0,3540,0,257,253,0,0,0,0,1
2,1108,2,8,0,4007,0,100,193,0,1,0,1,2
0,29590,3,0,3,1860,2,215,274,3,0,1,0,1
2,15290,0,3,1,3575,0,191,169,3,1,1,0,1
0,32368,0,1,2,4412,2,47,203,1,1,0,0,3
0,14407,0,5,1,2078,2,198,262,1,0,1,1,0
2,13606,3,5,0,3842,0,147,113,3,1,1,0,2
0,32544,3,1,3,1894,0,111,91,0,1,0,0,1
2,27177,2,2,1,884,2,38,19,2,0,1,0,1
1,26604,3,7,0,2170,0,124,180,0,1,0,1,1
0,32374,3,0,1,2394,0,110,200,3,1,0,1,0
1,3474,2,7,0,3983,1,293,65,3,0,0,0,2
0,16806,2,8,3,58,0,283,250,2,1,1,0,2
2,12166,3,1,3,10,1,165,55,0,1,1,0,2
0,7108,3,5,0,1032,0,259,61,3,0,1,0,2
0,3676,0,6,2,406,0,126,22,1,1,0,0,0
2,29812,2,3,3,3143,1,211,198,1,1,0,0,1
1,34234,2,9,3,3553,1,177,159,2,0,1,0,2
2,12412,1,2,0,4470,2,250,60,3,1,0,0,1
1,34043,3,7,3,4429,0,199,84,2,1,1,0,2
1,23908,0,0,0,2597,0,61,207,1,0,1,1,2
0,2532,1,9,2,461,0,248,180,0,1,0,0,1
0,33809,3,4,3,451,0,59,158,3,0,1,0,0
1,2634,3,6,2,3037,2,292,285,1,0,0,0,1
2,11380,0,0,1,676,0,207,79,2,0,0,0,1
1,20605,0,6,0,2163,0,61,213,3,1,0,1,3
0,10992,2,8,1,3675,0,201,106,2,1,0,0,0
2,3882,3,2,3,2963,2,244,223,0,1,1,0,2
2,11,0,4,1,542,0,272,18,2,0,1,0,3
0,9366,0,4,0,589,0,191,26,2,1,1,0,3
2,17641,3,6,2,1925,1,114,241,1,1,0,0,3
2,10169,3,5,1,2202,1,84,116,0,1,1,1,0
1,5992,3,9,0,2454,1,99,45,2,0,1,0,2
1,15366,3,0,2,2374,0,95,1,3,0,0,0,0
0,28043,1,0,1,4386,1,39,224,0,0,0,1,1
1,37913,1,9,0,3841,2,259,257,3,1,0,0,2
2,17612,3,6,1,2916,2,52,171,2,0,1,1,0
0,6105,1,4,2,1295,0,207,160,3,1,1,0,0
0,22537,0,8,0,4426,1,180,282,2,1,1,1,3
0,33801,2,1,2,3164,2,28,143,1,0,0,0,1
2,25148,2,3,0,901,2,92,23,3,1,0,0,1
1,18176,1,1,3,2963,2,100,95,2,0,0,0,1
2,2826,2,4,2,4108,2,266,56,2,0,0,0,0
2,21012,1,5,3,1594,0,175,103,1,0,0,0,0
1,26221,0,6,3,255,0,14,196,2,1,1,0,0
1,7373,2,2,0,1708,0,254,7,1,0,1,0,0
2,7998,3,1,3,3378,1,79,106,1,1,0,0,1
1,7826,3,8,0,2800,0,46,35,0,1,0,0,1
2,9860,3,6,2,1599,2,150,59,0,0,1,0,0
1,28233,2,4,0,4138,2,278,204,1,0,0,0,0
2,17818,3,8,0,945,0,296,125,1,1,1,0,2
1,40547,1,2,1,2822,2,27,116,3,1,1,1,0
0,19644,0,6,2,1763,0,36,275,2,1,0,0,2
1,21937,3,6,2,4171,0,234,17,0,1,0,0,1
2,24225,1,2,3,3584,1,227,120,1,0,0,0,2
1,8894,1,1,2,2709,2,143,79,0,1,1,0,0
1,8650,2,2,2,3819,1,45,30,2,1,0,0,2
2,30562,2,2,2,1443,0,176,138,2,1,1,0,3
1,18919,1,4,2,3068,0,216,116,2,1,1,0,0
0,33591,1,4,0,2892,0,0,180,2,1,1,1,1
0,5064,3,0,3,3083,2,256,83,3,0,1,0,0
0,12576,2,8,3,983,0,35,219,3,1,1,0,3
0,7908,1,6,0,1937,2,197,134,1,1,0,0,1
1,30399,1,2,0,3512,2,273,262,3,0,1,0,2
0,33544,2,4,1,3960,1,89,280,3,1,0,1,3
1,35812,0,3,3,1254,1,133,80,3,0,0,0,0
0,19790,3,3,1,3566,2,273,261,0,1,1,0,2
0,36589,1,2,3,2311,1,110,37,3,0,1,0,0
2,38262,0,6,0,304,1,134,244,0,1,0,1,2
1,5209,2,9,1,1896,2,214,141,1,0,1,0,1
1,33989,1,2,1,3360,1,219,139,0,0,1,0,2
1,1974,0,9,0,482,0,252,241,2,0,1,0,0
2,2039,3,7,0,2965,2,135,249,2,0,0,1,0
1,25370,2,6,3,4341,1,168,230,2,1,1,0,0
2,8022,0,8,2,4268,0,4,64,2,1,0,0,0
1,25245,0,2,1,4211,2,78,100,3,0,0,1,1
0,34651,2,9,1,2252,0,46,121,2,1,0,1,3
2,19862,2,1,2,4417,1,210,197,3,1,0,0,2
2,33790,0,6,2,1994,2,150,179,3,0,1,0,0
2,4921,0,7,2,1824,1,136,152,3,1,0,0,3
1,18607,1,6,1,1949,1,297,165,2,0,1,0,1
0,31507,2,7,2,3077,0,172,1,2,1,1,0,0
2,2141,0,0,3,2602,2,277,62,3,0,1,0,0
2,32911,2,4,1,8,2,160,182,0,1,0,1,1
1,19766,3,1,3,1749,1,213,54,0,1,0,0,0
1,34221,2,7,2,2433,1,85,69,2,1,1,0,1
0,12928,0,6,3,3521,0,257,172,0,0,1,0,1
2,35978,0,7,1,3812,0,179,249,1,0,0,1,0
2,15887,0,4,1,52,2,289,210,1,1,1,0,0
2,1175,2,8,1,1569,2,201,5,2,0,0,0,2
2,6378,1,1,3,3689,2,144,295,1,1,1,0,1
2,34472,1,6,0,387,2,295,279,1,1,0,0,1
0,24429,3,0,3,4301,2,77,210,1,1,0,0,2
2,22669,2,7,3,2774,1,204,220,3,1,0,0,1
1,9999,2,3,1,632,0,263,5,1,1,1,0,2
2,31306,0,6,3,3185,1,179,256,2,1,0,0,1
2,25337,0,7,3,1368,0,279,23,2,0,0,0,2
2,20507,1,8,3,1196,0,119,51,0,1,1,0,1
2,14714,1,5,0,1585,2,26,172,1,0,0,1,2
2,16133,3,9,0,3242,0,96,8,2,0,0,0,0
0,13397,3,8,0,3427,0,136,90,1,0,0,0,1
1,15413,0,7,0,3769,0,263,40,1,1,1,0,0
0,29727,0,9,3,2709,2,27,233,3,1,0,0,3
1,34525,3,0,2,1925,1,108,168,3,0,1,0,1
1,32727,3,3,1,39,2,263,99,3,1,1,0,0
1,23588,1,3,0,4464,0,101,238,0,1,1,1,1
2,19713,1,3,0,2735,0,17,6,3,1,1,0,1
0,20980,0,9,0,1230,0,139,299,2,0,0,1,3
1,6544,1,6,0,3062,1,212,89,3,1,1,0,0
1,39907,1,9,1,2917,2,298,91,2,1,0,0,0
2,18847,1,5,3,693,1,238,168,1,1,1,0,1
2,5832,2,6,1,4326,1,208,200,2,0,0,0,0
0,16154,1,9,1,1776,2,262,128,2,1,1,0,2
1,15374,3,1,2,1658,1,201,171,3,0,1,0,2
1,35903,0,7,0,2363,2,140,137,1,0,0,0,2
1,20861,1,6,1,2789,0,202,20,1,0,1,0,0
0,2051,1,7,3,1600,0,189,46,0,1,0,0,1
2,31227,0,2,0,3072,2,166,93,1,1,1,0,2
2,33752,0,2,1,3482,0,232,225,2,0,0,0,3
0,27062,3,4,3,779,0,97,75,3,1,1,0,2
2,33645,2,2,1,3502,1,230,96,1,0,1,0,0
1,5333,2,0,2,3259,0,50,165,1,1,1,0,3
1,15336,2,4,1,2759,0,189,189,1,0,0,0,0
0,38055,1,7,3,1109,2,251,253,1,1,1,0,1
2,3066,3,7,2,4162,1,113,227,2,1,1,0,3
0,18441,3,7,3,439,1,280,53,0,1,0,0,1
0,38221,0,4,2,3780,1,217,48,3,0,0,0,0
2,34509,3,3,3,905,2,181,293,1,1,1,0,3
0,39262,3,8,1,985,1,4,65,1,0,0,1,3
1,24473,0,7,0,721,1,153,177,2,0,1,1,2
0,1638,3,3,1,600,0,44,29,2,0,1,0,2
1,29851,1,8,2,2867,0,102,6,3,0,1,0,0
1,13215,3,8,1,4094,0,30,152,0,1,1,1,1
0,24842,0,9,2,1354,1,222,18,2,0,0,0,2
1,15527,1,8,0,2713,2,62,281,0,1,0,1,0
0,33084,2,5,1,1619,1,266,293,2,1,1,1,0
0,9830,1,3,3,711,1,26,197,3,0,1,0,1
2,36795,2,6,3,963,1,1,59,3,0,0,0,1
